movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dominant_lang
Inside Llewyn Davis,Joel and Ethan Coen,2013,2,Jordan Hoffman,Freelance film critic,US,/title/tt2042568/,English
Star Trek,J. J. Abrams,2009,3,Jordan Hoffman,Freelance film critic,US,/title/tt0060028/,English
Waking Life,Richard Linklater,2001,4,Jordan Hoffman,Freelance film critic,US,/title/tt0243017/,English
Ida,PaweÅ Pawlikowski,2013,5,Jordan Hoffman,Freelance film critic,US,/title/tt1869716/,English
Enter the Void,Gaspar Noé,2009,6,Jordan Hoffman,Freelance film critic,US,/title/tt1191111/,English
There Will Be Blood,Paul Thomas Anderson,2007,7,Jordan Hoffman,Freelance film critic,US,/title/tt0469494/,English
Of Gods and Men,Xavier Beauvois,2010,8,Jordan Hoffman,Freelance film critic,US,/title/tt1588337/,French
Into Great Silence,Philip Gröning,2005,9,Jordan Hoffman,Freelance film critic,US,/title/tt0478160/,French
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Jordan Hoffman,Freelance film critic,US,/title/tt0443453/,English
The Social Network,David Fincher,2010,1,Michael Hogan,Vanity Fair,US,/title/tt1285016/,English
Boyhood,Richard Linklater,2014,2,Michael Hogan,Vanity Fair,US,/title/tt1065073/,English
The Descendants,Alexander Payne,2011,3,Michael Hogan,Vanity Fair,US,/title/tt1033575/,English
Beasts of the Southern Wild,Benh Zeitlin,2012,4,Michael Hogan,Vanity Fair,US,/title/tt2125435/,English
No Country For Old Men,Joel and Ethan Coen,2007,5,Michael Hogan,Vanity Fair,US,/title/tt0477348/,English
Idiocracy,Mike Judge,2006,6,Michael Hogan,Vanity Fair,US,/title/tt0387808/,English
Bridesmaids,Paul Feig,2011,7,Michael Hogan,Vanity Fair,US,/title/tt1478338/,English
Spring Breakers,Harmony Korine,2012,8,Michael Hogan,Vanity Fair,US,/title/tt2101441/,English
American Psycho,Mary Harron,2000,9,Michael Hogan,Vanity Fair,US,/title/tt0144084/,English
The Dark Knight,Christopher Nolan,2008,10,Michael Hogan,Vanity Fair,US,/title/tt0468569/,English
Children of Men,Alfonso Cuarón,2006,1,Ann Hornaday,The Washington Post,US,/title/tt0206634/,English
There Will Be Blood,Paul Thomas Anderson,2007,2,Ann Hornaday,The Washington Post,US,/title/tt0469494/,English
The Hurt Locker,Kathryn Bigelow,2008,3,Ann Hornaday,The Washington Post,US,/title/tt0887912/,English
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,4,Ann Hornaday,The Washington Post,US,/title/tt1032846/,Romanian
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,5,Ann Hornaday,The Washington Post,US,/title/tt0338013/,English
Boyhood,Richard Linklater,2014,6,Ann Hornaday,The Washington Post,US,/title/tt1065073/,English
Lost in Translation,Sofia Coppola,2003,7,Ann Hornaday,The Washington Post,US,/title/tt0335266/,English
Michael Clayton,Tony Gilroy,2007,8,Ann Hornaday,The Washington Post,US,/title/tt0465538/,English
You Can Count on Me Me,Kenneth Lonergan,2000,9,Ann Hornaday,The Washington Post,US,/title/tt0203230/,English
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,10,Ann Hornaday,The Washington Post,US,/title/tt0266543/,English
Wolff Von Amerongen: Did He Commit Bankruptcy Offences?,Gerhard Benedikt Friedl,2004,1,Alexander Horwath,Austrian Film Museum,Austria,/title/tt0499138/,German
The Master,Paul Thomas Anderson,2012,2,Alexander Horwath,Austrian Film Museum,Austria,/title/tt1560747/,English
Longing,Valeska Grisebach,2006,3,Alexander Horwath,Austrian Film Museum,Austria,/title/tt5545984/,Hebrew
I’m Not There,Todd Haynes,2007,4,Alexander Horwath,Austrian Film Museum,Austria,/title/tt0368794/,English
The External World,David O'Reilly,2010,5,Alexander Horwath,Austrian Film Museum,Austria,/title/tt1720261/,English
Secret Sunshine,Lee Chang-dong,2007,6,Alexander Horwath,Austrian Film Museum,Austria,/title/tt0817225/,Korean
Toni Erdmann,Maren Ade,2016,7,Alexander Horwath,Austrian Film Museum,Austria,/title/tt4048272/,German
Platform,Jia Zhangke,2000,8,Alexander Horwath,Austrian Film Museum,Austria,/title/tt8228288/,Spanish
The Holy Girl,Lucrecia Martel,2004,9,Alexander Horwath,Austrian Film Museum,Austria,/title/tt0300270/,Spanish
Mosaik mécanique,Norbert Pfaffenbichler,2008,10,Alexander Horwath,Austrian Film Museum,Austria,/title/tt1358862/,None
Boyhood,Richard Linklater,2014,1,Peter Howell,The Toronto Star,Canada,/title/tt1065073/,English
Holy Motors,Leos Carax,2012,2,Peter Howell,The Toronto Star,Canada,/title/tt2076220/,French
The Tree of Life,Terrence Malick,2011,3,Peter Howell,The Toronto Star,Canada,/title/tt0478304/,English
In the Mood for Love,Wong Kar-wai,2000,4,Peter Howell,The Toronto Star,Canada,/title/tt0118694/,Cantonese
Inside Llewyn Davis,Joel and Ethan Coen,2013,5,Peter Howell,The Toronto Star,Canada,/title/tt2042568/,English
Certified Copy,Abbas Kiarostami,2010,6,Peter Howell,The Toronto Star,Canada,/title/tt1020773/,French
Memento,Christopher Nolan,2000,7,Peter Howell,The Toronto Star,Canada,/title/tt0209144/,English
Y Tu Mamá También,Alfonso Cuarón,2001,8,Peter Howell,The Toronto Star,Canada,/title/tt0245574/,Spanish
Mulholland Drive,David Lynch,2001,9,Peter Howell,The Toronto Star,Canada,/title/tt0166924/,English
A History of Violence,David Cronenberg,2005,10,Peter Howell,The Toronto Star,Canada,/title/tt0399146/,English
Good Night and Good Luck,George Clooney,2005,1,Annette Insdorf,Columbia University,US,/title/tt0433383/,English
Hugo,Martin Scorsese,2011,2,Annette Insdorf,Columbia University,US,/title/tt0970179/,English
Ida,PaweÅ Pawlikowski,2013,3,Annette Insdorf,Columbia University,US,/title/tt1869716/,English
A Separation,Asghar Farhadi,2011,4,Annette Insdorf,Columbia University,US,/title/tt1832382/,Persian
Amour,Michael Haneke,2012,5,Annette Insdorf,Columbia University,US,/title/tt1602620/,French
The Act of Killing,Joshua Oppenheimer,2012,6,Annette Insdorf,Columbia University,US,/title/tt2375605/,Indonesian
Quills,Philip Kaufman,2000,7,Annette Insdorf,Columbia University,US,/title/tt0180073/,English
The Sapphires,Wayne Blair,2012,8,Annette Insdorf,Columbia University,US,/title/tt1673697/,English
Where Do We Go Now?,Nadine Labaki,2011,9,Annette Insdorf,Columbia University,US,/title/tt1772424/,Arabic
Ajami,Scandar Copti and Yaron Shani,2009,10,Annette Insdorf,Columbia University,US,/title/tt1077262/,Arabic
The Dark Knight,Christopher Nolan,2008,1,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0468569/,English
Inception,Christopher Nolan,2010,2,Aysha Iqbal,Indian Institute of Technology,India,/title/tt1375666/,English
Hero,Zhang Yimou,2002,3,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0299977/,Mandarin
Inglourious Basterds,Quentin Tarantino,2009,4,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0361748/,English
The Wolf of Wall Street,Martin Scorsese,2013,5,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0993846/,English
Chakde! India,Shimit Amin,2007,6,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0871510/,Hindi
In the Mood for Love,Wong Kar-wai,2000,7,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0118694/,Cantonese
No Country For Old Men,Joel and Ethan Coen,2007,8,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0477348/,English
Maqbool,Vishal Bhardwaj,2003,9,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0379370/,Hindi
The Lives of Others,Florian Henckel von Donnersmarck,2006,10,Aysha Iqbal,Indian Institute of Technology,India,/title/tt0405094/,German
The Pianist,Roman Polanski,2002,1,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0253474/,English
Only Lovers Left Alive,Jim Jarmusch,2013,2,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt1714915/,English
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,3,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt1588895/,Thai
Leviathan,Andrey Zvyagintsev,2014,4,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0097737/,English
Amélie,Jean-Pierre Jeunet,2001,5,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0211915/,French
Avatar,James Cameron,2009,6,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0417299/,English
The Tree of Life,Terrence Malick,2011,7,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0478304/,English
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,8,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt1883180/,Swedish
Boyhood,Richard Linklater,2014,9,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt1065073/,English
Coming Home,Zhang Yimou,2014,10,Zhanna Issabayeva,Freelance film critic,Kazakhstan,/title/tt0077362/,English
The Act of Killing,Joshua Oppenheimer,2012,1,Larushka Ivan-Zadeh,Metro,UK,/title/tt2375605/,Indonesian
Caché,Michael Haneke,2005,2,Larushka Ivan-Zadeh,Metro,UK,/title/tt0387898/,French
"Synecdoche, New York",Charlie Kaufman,2008,3,Larushka Ivan-Zadeh,Metro,UK,/title/tt0383028/,English
Spirited Away,Hayao Miyazaki,2001,4,Larushka Ivan-Zadeh,Metro,UK,/title/tt0245429/,Japanese
WALL-E,Andrew Stanton,2008,5,Larushka Ivan-Zadeh,Metro,UK,/title/tt0910970/,English
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,6,Larushka Ivan-Zadeh,Metro,UK,/title/tt1588895/,Thai
Lost in Translation,Sofia Coppola,2003,7,Larushka Ivan-Zadeh,Metro,UK,/title/tt0335266/,English
Talk to Her,Pedro Almodóvar,2002,8,Larushka Ivan-Zadeh,Metro,UK,/title/tt0287467/,Spanish
The Wrestler,Darren Aronofsky,2008,9,Larushka Ivan-Zadeh,Metro,UK,/title/tt1125849/,English
Boyhood,Richard Linklater,2014,10,Larushka Ivan-Zadeh,Metro,UK,/title/tt1065073/,English
In the Mood for Love,Wong Kar-wai,2000,1,Nick James,Sight & Sound,UK,/title/tt0118694/,Cantonese
Caché,Michael Haneke,2005,2,Nick James,Sight & Sound,UK,/title/tt0387898/,French
Yi Yi: A One and a Two,Edward Yang,2000,3,Nick James,Sight & Sound,UK,/title/tt0244316/,Mandarin
Zero Dark Thirty,Kathryn Bigelow,2012,4,Nick James,Sight & Sound,UK,/title/tt1790885/,English
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,5,Nick James,Sight & Sound,UK,/title/tt1827487/,Turkish
White Material,Claire Denis,2009,6,Nick James,Sight & Sound,UK,/title/tt1135952/,French
There Will Be Blood,Paul Thomas Anderson,2007,7,Nick James,Sight & Sound,UK,/title/tt0469494/,English
The Look of Silence,Joshua Oppenheimer,2014,8,Nick James,Sight & Sound,UK,/title/tt3521134/,Indonesian
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,9,Nick James,Sight & Sound,UK,/title/tt1316540/,Hungarian
The Great Beauty,Paolo Sorrentino,2013,10,Nick James,Sight & Sound,UK,/title/tt2358891/,Italian
The Tree of Life,Terrence Malick,2011,1,David Jenkins,Little White Lies,UK,/title/tt0478304/,English
Eden,Mia Hansen-Løve,2014,2,David Jenkins,Little White Lies,UK,/title/tt1734433/,English
Punch-Drunk Love,Paul Thomas Anderson,2002,3,David Jenkins,Little White Lies,UK,/title/tt0272338/,English
Ghost World,Terry Zwigoff,2001,4,David Jenkins,Little White Lies,UK,/title/tt0162346/,English
Tabu,Miguel Gomes,2012,5,David Jenkins,Little White Lies,UK,/title/tt3647998/,English
Wendy and Lucy,Kelly Reichardt,2008,6,David Jenkins,Little White Lies,UK,/title/tt1152850/,English
The Headless Woman,Lucrecia Martel,2008,7,David Jenkins,Little White Lies,UK,/title/tt1221141/,Spanish
Everyone Else,Maren Ade,2009,8,David Jenkins,Little White Lies,UK,/title/tt4048272/,German
Millennium Mambo,Hou Hsiao-hsien,2001,9,David Jenkins,Little White Lies,UK,/title/tt0283283/,English
In Vanda’s Room,Pedro Costa,2000,10,David Jenkins,Little White Lies,UK,/title/tt0139500/,Portuguese
The Master,Paul Thomas Anderson,2012,1,Kent Jones,Film Comment,US,/title/tt1560747/,English
The Tree of Life,Terrence Malick,2011,2,Kent Jones,Film Comment,US,/title/tt0478304/,English
Zodiac,David Fincher,2007,3,Kent Jones,Film Comment,US,/title/tt0443706/,English
Toni Erdmann,Maren Ade,2016,4,Kent Jones,Film Comment,US,/title/tt4048272/,German
There Will Be Blood,Paul Thomas Anderson,2007,5,Kent Jones,Film Comment,US,/title/tt0469494/,English
My Golden Days,Arnaud Desplechin,2015,6,Kent Jones,Film Comment,US,/title/tt4048050/,French
Carlos,Olivier Assayas,2010,7,Kent Jones,Film Comment,US,/title/tt1321865/,English
A Serious Man,Joel and Ethan Coen,2009,8,Kent Jones,Film Comment,US,/title/tt1019452/,English
Moonrise Kingdom,Wes Anderson,2012,9,Kent Jones,Film Comment,US,/title/tt1748122/,English
The Son,Jean-Pierre and Luc Dardenne,2002,10,Kent Jones,Film Comment,US,/title/tt3839822/,English
The Headless Woman,Lucrecia Martel,2008,1,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt1221141/,Spanish
Spirited Away,Hayao Miyazaki,2001,2,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0245429/,Japanese
Mulholland Drive,David Lynch,2001,3,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0166924/,English
Sumas y Restas,Víctor Gaviria,2004,4,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0265825/,Spanish
Inside Out,Pete Docter,2015,5,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt2096673/,English
The Gleaners and I,Agnès Varda,2000,6,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0247380/,French
The Return,Andrey Zvyagintsev,2003,7,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0441909/,Spanish
Regular Lovers,Philippe Garrel,2005,8,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0443844/,French
Under the Skin,Jonathan Glazer,2013,9,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt1441395/,English
The Days When I Do Not Exist,Jean-Charles Fitoussi,2002,10,Manuel Kalmanovitz,Revista Semana,Colombia,/title/tt0365398/,French
The Tree of Life,Terrence Malick,2011,1,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0478304/,English
Holy Motors,Leos Carax,2012,2,Dominik Kamalzadeh,Der Standard,Austria,/title/tt2076220/,French
Tabu,Miguel Gomes,2012,3,Dominik Kamalzadeh,Der Standard,Austria,/title/tt3647998/,English
A History of Violence,David Cronenberg,2005,4,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0399146/,English
Tropical Malady,Apichatpong Weerasethakul,2004,5,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0381668/,Thai
The Death of Mr Lazarescu,Cristi Puiu,2005,6,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0456149/,Romanian
Phoenix,Christian Petzold,2014,7,Dominik Kamalzadeh,Der Standard,Austria,/title/tt2764784/,German
Platform,Jia Zhangke,2000,8,Dominik Kamalzadeh,Der Standard,Austria,/title/tt8228288/,Spanish
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Jonas Mekas,2000,9,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0262240/,English
Secret Sunshine,Lee Chang-dong,2007,10,Dominik Kamalzadeh,Der Standard,Austria,/title/tt0817225/,Korean
Lost in Translation,Sofia Coppola,2003,1,Dave Karger,Freelance,US,/title/tt0335266/,English
Silver Linings Playbook,David O. Russell,2012,2,Dave Karger,Freelance,US,/title/tt1045658/,English
Brooklyn,John Crowley,2015,3,Dave Karger,Freelance,US,/title/tt2381111/,English
Michael Clayton,Tony Gilroy,2007,4,Dave Karger,Freelance,US,/title/tt0465538/,English
Blue Valentine,Derek Cianfrance,2010,5,Dave Karger,Freelance,US,/title/tt1120985/,English
Amélie,Jean-Pierre Jeunet,2001,6,Dave Karger,Freelance,US,/title/tt0211915/,French
The Artist,Michel Hazanavicius,2011,7,Dave Karger,Freelance,US,/title/tt1655442/,English
The King’s Speech,Tom Hooper,2010,8,Dave Karger,Freelance,US,/title/tt1504320/,English
Vera Drake,Mike Leigh,2004,9,Dave Karger,Freelance,US,/title/tt0383694/,English
Wild,Jean-Marc Vallée,2014,10,Dave Karger,Freelance,US,/title/tt2305051/,English
Theeb,Naji Abou Nowar,2014,1,Butheina Kazim,Cinema Akil,UAE,/title/tt3170902/,Arabic
A Time for Drunken Horses,Bahman Ghobadi,2000,2,Butheina Kazim,Cinema Akil,UAE,/title/tt0259072/,Kurdish
Oldboy,Park Chan-wook,2003,3,Butheina Kazim,Cinema Akil,UAE,/title/tt0364569/,Korean
Wild Tales,Damián Szifrón,2014,4,Butheina Kazim,Cinema Akil,UAE,/title/tt3011894/,Spanish
Man on Wire,James Marsch,2008,5,Butheina Kazim,Cinema Akil,UAE,/title/tt1155592/,English
Only Lovers Left Alive,Jim Jarmusch,2013,6,Butheina Kazim,Cinema Akil,UAE,/title/tt1714915/,English
Kill Bill: Vol. 1,Quentin Tarantino,2003,7,Butheina Kazim,Cinema Akil,UAE,/title/tt0266697/,English
The Royal Tenenbaums,Wes Anderson,2001,8,Butheina Kazim,Cinema Akil,UAE,/title/tt0265666/,English
Days of Glory,Rachid Bouchareb,2006,9,Butheina Kazim,Cinema Akil,UAE,/title/tt0444182/,French
City of God,Fernando Meirelles and Kátia Lund,2002,10,Butheina Kazim,Cinema Akil,UAE,/title/tt0317248/,Portuguese
Hard to Be a God,Aleksey German,2013,1,Glenn Kenny,Freelance,US,/title/tt2328813/,Russian
Cosmos,Andrzej Zulawski,2015,2,Glenn Kenny,Freelance,US,/title/tt2395695/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,3,Glenn Kenny,Freelance,US,/title/tt2042568/,English
Carlos,Olivier Assayas,2010,4,Glenn Kenny,Freelance,US,/title/tt1321865/,English
Che,Steven Soderbergh,2008,5,Glenn Kenny,Freelance,US,/title/tt0892255/,Spanish
The Master,Paul Thomas Anderson,2012,6,Glenn Kenny,Freelance,US,/title/tt1560747/,English
There Will Be Blood,Paul Thomas Anderson,2007,7,Glenn Kenny,Freelance,US,/title/tt0469494/,English
The Intruder,Claire Denis,2004,8,Glenn Kenny,Freelance,US,/title/tt6722030/,English
Morvern Callar,Lynne Ramsay,2002,9,Glenn Kenny,Freelance,US,/title/tt0300214/,English
25th Hour,Spike Lee,2002,10,Glenn Kenny,Freelance,US,/title/tt0307901/,English
In the Mood for Love,Wong Kar-wai,2000,1,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0118694/,Cantonese
Dogville,Lars von Trier,2003,2,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0276919/,English
Ten,Abbas Kiarostami,2002,3,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0078721/,English
The White Ribbon,Michael Haneke,2009,4,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt1149362/,German
The Circle,Jafar Panahi,2000,5,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt4287320/,English
Bad Education,Pedro Almodóvar,2005,6,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt8206668/,English
Rust and Bone,Jacques Audiard,2012,7,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt2053425/,French
5x2,François Ozon,2004,8,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0354356/,French
Russian Ark,Aleksandr Sokurov,2002,9,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0318034/,Russian
Far From Heaven,Todd Haynes,2002,10,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,/title/tt0297884/,English
The Last of the Unjust,Claude Lanzmann,2013,1,Uri Klein,Haaretz,Israel,/title/tt2340784/,German
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,2,Uri Klein,Haaretz,Israel,/title/tt1827487/,Turkish
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,3,Uri Klein,Haaretz,Israel,/title/tt1032846/,Romanian
"Police, Adjective",Corneliu Porumboiu,2009,4,Uri Klein,Haaretz,Israel,/title/tt1337051/,Romanian
Far From Heaven,Todd Haynes,2002,5,Uri Klein,Haaretz,Israel,/title/tt0297884/,English
The Pianist,Roman Polanski,2002,6,Uri Klein,Haaretz,Israel,/title/tt0253474/,English
Winter Sleep,Nuri Bilge Ceylan,2014,7,Uri Klein,Haaretz,Israel,/title/tt2758880/,Turkish
Brokeback Mountain,Ang Lee,2005,8,Uri Klein,Haaretz,Israel,/title/tt0388795/,English
A Separation,Asghar Farhadi,2011,9,Uri Klein,Haaretz,Israel,/title/tt1832382/,Persian
Goodbye to Language,Jean-Luc Godard,2014,10,Uri Klein,Haaretz,Israel,/title/tt2400275/,French
